Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.)
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.2,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,90.5,227,29/1/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.2,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.2,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,550,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.1,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.2,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91.2,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,89.9,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.2,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,526,528,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,91,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,90.3,227,17/2/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,569,571,1.44E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.4,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.4,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,569,570,7.21E-05,53,94,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.3,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.5,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,92.1,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53,94.6,227,18/3/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,526,528,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,527,529,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,550,551,7.22E-05,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,528,530,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,392,397,3.70E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,550,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,526,528,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,510,512,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,384,396,8.88E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,528,529,7.25E-05,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,559,561,1.44E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,550,7.23E-05,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53.1,95.6,227,22/4/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,96.5,227,13/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,436,437,7.35E-05,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,379,381,1.48E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,548,551,2.17E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,376,383,5.19E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,377,382,3.70E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,549,551,1.45E-04,53,95.6,227,3/6/2020,
